% Quaternary faults in Asia
% From Philip.England@earth.ox.ac.uk Thu Apr 18 17:00:52 2002
% Appendix A: GJI (1997) 130, p. 551-582
% Annotated by Shawn Lawrence
%								Horizontal	Slip-vector
% 	Lat. 	Long. 	Lat. 	Long. 	Strike 	dip 	slip 	rate	+-	rate	+-
%	dg N	dg E	dg N	dg E	dg	dg	dg	mm/a	mm/a	mm/a	mm/a
% 
% Baikal-Hovsgol region
%
%
	32.4	 79.7	31.3	 80.5	005	45	270	1.6	0.8	2.3	1.1
	31.1	 82.3	32.2	 82.4	005	45	270	1.6	0.8	2.3	1.1
	30.8	 83.0	32.1	 83.4	005	45	270	1.6	0.8	2.3	1.1
	29.0	 83.5	31.8	 85.0	005	45	270	1.6	0.8	2.3	1.1
	28.4	 86.5	31.8	 86.8	005	45	270	1.6	0.8	2.3	1.1
	28.1	 87.5	30.9	 88.7	005	45	270	1.6	0.8	2.3	1.1
	27.5	 88.8	29.1	 90.2	005	45	270	1.6	0.8	2.3	1.1
	29.1	 90.2	31.0	 91.6	005	45	270	1.6	0.8	2.3	1.1
	28.6	 92.0	29.8	 92.1	005	45	270	1.6	0.8	2.3	1.1
%
% The Himalaya
%
	35.2	 74.5	35.8	 74.6	010	45	090	3.5	3.5	5.0	5.0
	34.5	 70.0	34.5	 74.0	270	10	090	10.0	2.0	10.0	2.0
	34.5	 74.0	31.7	 78.0	310	10	090	17.0	8.0	17.0	8.0
	31.7	 78.0	29.3	 81.0	310	10	090	19.0	8.0	19.0	8.0
	29.3	 81.0	28.0	 85.0	291	10	090	21.0	7.0	21.0	7.0
	28.0	 85.0	27.6	 88.0	279	10	090	23.0	7.0	23.0	7.0
	27.6	 88.0	27.5	 91.0	272	10	090	25.0	10.0	25.0	10.0
	27.5	 91.0	27.8	 93.0	261	10	090	25.0	10.0	25.0	10.0
	27.8	 93.0	29.0	 95.6	261	10	090	25.0	10.0	25.0	10.0
	25.5	 90.0	25.5	 93.0	270	10	090	3.0	3.0	3.0	3.0
%
% Nan Shan (or Qilian Shan)
%
	40.0	 97.0	37.6	103.0	115	45	090	4.0	2.0	5.6	2.8
	39.8	 96.6	37.8	101.8	115	45	090	3.0	1.5	4.2	2.1
	39.6	 96.0	38.5	 99.0	114	45	090	3.0	1.5	4.2	2.1
	39.5	 95.5	38.5	 97.7	120	45	090	3.0	1.5	4.2	2.1
	39.3	 95.0	38.1	 96.9	128	45	090	3.0	1.5	4.2	2.1
	39.1	 93.0	37.2	 98.0	113	45	090	3.0	1.5	4.2	2.1
	37.2	 98.0	37.2	101.0	090	45	090	3.0	1.5	4.2	2.1
	37.2	101.0	36.8	102.3	110	45	090	2.0	1.0	2.8	1.4
	37.0	 97.6	36.0	103.0	103	45	090	3.0	1.5	4.2	2.1
	39.0	 92.0	36.5	 97.0	120	45	090	2.0	1.0	2.8	1.4
	36.5	 97.0	35.5	101.8	104	45	090	2.0	1.0	2.8	1.4
	39.6	 97.4	39.5	 98.2	279	73	144	5.0	1.5	6.2	1.8
%
% The Kunlun fault system
%
	36.0	 91.0	35.6	 97.8	092	90	000	12.0	5.0	12.0	5.0
	35.7	 94.0	35.0	 95.7	116	90	000	10.0	7.0	10.0	7.0
	35.6	 97.8	34.0	102.0	114	90	000	12.0	5.0	12.0	5.0
	34.0	102.0	32.2	104.0	136	90	000	6.0	4.0	6.0	4.0
%
% The Haiyuan fault
%
	38.5	 97.9	38.4	100.1	092	90	000	10.0	10.0	10.0	10.0
	38.4	100.1	37.1	103.0	119	90	000	11.0	6.0	11.0	6.0
	37.3	102.3	37.3	103.5	090	90	000	4.3	2.1	4.3	2.1
	37.1	103.0	36.7	105.0	103	90	000	8.0	2.0	8.0	2.0
	36.7	105.0	36.1	106.0	121	90	000	8.0	2.0	8.0	2.0
	37.5	103.3	37.4	105.2	090	90	000	3.0	1.5	3.0	1.5
	37.4	105.2	36.6	106.0	141	45	090	3.0	1.5	4.2	2.1
	36.1	106.0	34.7	106.2	353	45	090	8.0	3.0	11.3	4.2
%
% The Xianshuihe fault and Longmen Shan
%
	33.2	 96.1	31.6	 99.8	116	90	000	5.0	3.0	5.0	3.0
	34.0	 97.1	31.9	100.1	129	90	000	5.0	3.0	5.0	3.0
	31.9	100.1	30.2	101.9	137	90	000	15.0	5.0	15.0	5.0
	30.2	101.9	29.2	102.2	165	90	000	15.0	5.0	15.0	5.0
	30.0	102.3	32.3	106.0	233	45	090	2.5	2.0	3.5	2.8
	30.5	102.3	32.8	106.0	053	90	180	2.5	2.0	2.5	2.0
%
% Strike-slip, thrust, and normal faulting in Burma
%
	29.2	102.2	28.0	102.2	180	90	000	5.0	3.0	5.0	3.0
	28.0	102.2	26.3	103.1	154	90	000	5.0	3.0	5.0	3.0
	26.3	103.1	25.3	103.1	180	90	000	5.0	3.0	5.0	3.0
	24.0	102.9	25.3	103.3	016	45	270	3.0	1.5	4.2	2.1
	26.0	100.0	23.5	102.0	143	90	180	4.0	2.0	4.0	2.0
	23.5	102.0	22.9	103.3	116	90	180	4.0	2.0	4.0	2.0
	22.9	103.3	22.0	104.5	129	90	180	4.0	2.0	4.0	2.0
	26.7	100.5	25.2	100.4	010	45	270	1.5	0.8	2.1	1.1
	27.2	100.2	26.1	 99.9	010	45	270	1.5	0.8	2.1	1.1
	29.9	 95.5	27.2	100.2	123	90	180	5.0	3.0	5.0	3.0
	27.6	 96.4	26.0	 94.0	050	10	090	5.0	5.0	5.0	5.0
	26.0	 94.0	23.5	 93.0	030	10	090	5.0	5.0	5.0	5.0
	23.5	 93.0	20.0	 94.0	345	10	090	5.0	5.0	5.0	5.0
	20.0	 96.0	24.0	 96.1	000	90	180	40.0	10.0	40.0	10.0
	24.0	 96.1	28.0	 97.1	015	90	180	40.0	10.0	40.0	10.0
	20.0	 94.3	24.0	 94.4	000	90	180	5.0	5.0	5.0	5.0
	24.0	 94.4	27.0	 96.1	025	90	180	5.0	5.0	5.0	5.0
	23.8	 97.0	24.2	 99.0	078	90	000	3.0	2.0	3.0	2.0
	23.0	 97.0	23.5	 99.0	075	90	000	3.0	2.0	3.0	2.0
	23.5	 99.0	24.3	100.0	050	90	000	3.0	2.0	3.0	2.0
	21.7	 98.0	22.8	100.8	070	90	000	3.0	2.0	3.0	2.0
	20.8	 98.5	21.8	101.0	077	90	000	3.0	2.0	3.0	2.0
	20.0	 98.0	21.0	101.2	070	90	000	3.0	2.0	3.0	2.0
%
% Normal faulting surrounding the Ordos Plateau and strike-slip faulting in North China
%
	38.0	106.0	39.5	106.7	019	45	259	2.0	1.0	2.8	1.4
	40.2	106.0	41.4	107.9	050	45	270	2.0	1.0	2.8	1.4
	40.6	108.8	41.2	112.1	075	45	270	2.0	1.0	2.8	1.4
	39.3	112.3	40.7	115.0	055	45	270	3.0	1.5	4.2	2.1
	39.0	112.3	40.6	116.0	060	45	270	2.0	1.0	2.8	1.4
	36.3	111.5	38.3	113.2	034	45	270	2.0	1.0	2.8	1.4
	34.0	109.0	35.8	111.9	052	45	270	3.0	1.5	4.2	2.1
	34.3	106.0	33.4	112.0	099	90	000	5.0	3.0	5.0	3.0
	35.1	114.1	38.2	115.0	013	90	180	2.5	1.0	2.5	1.0
	38.2	115.0	38.0	116.0	104	45	270	2.5	1.0	3.5	1.4
	38.0	116.0	40.5	118.0	031	90	180	2.5	1.0	2.5	1.0
	38.6	117.0	38.2	119.0	104	45	270	2.5	1.0	3.5	1.4
	38.2	119.0	41.4	122.8	041	70	207	2.5	1.0	2.8	1.1














